time,ECG,BR
145.19,1.509,28.2
145.195,1.525,28.4
145.2,1.565,28.5
145.205,1.542,28.4
145.21,1.504,28.4
145.215,1.521,28.3
145.22,1.567,28.3
145.225,1.56,28.4
145.23,1.527,28.5
145.235,1.543,28.5
145.24,1.595,28.6
145.245,1.587,28.6
145.25,1.54,28.6
145.255,1.553,28.7
145.26,1.595,28.7
145.265,1.579,28.7
145.27,1.546,28.7
145.275,1.559,28.7
145.28,1.592,28.8
145.285,1.573,28.8
145.29,1.535,28.8
145.295,1.552,28.8
145.3,1.604,28.8
145.305,1.591,28.8
145.31,1.55,28.8
145.315,1.558,28.8
145.32,1.599,28.9
145.325,1.595,28.9
145.33,1.567,28.9
145.335,1.588,28.9
145.34,1.632,28.9
145.345,1.606,28.9
145.35,1.57,29
145.355,1.584,29
145.36,1.633,29
145.365,1.625,29
145.37,1.603,28.9
145.375,1.625,28.9
145.38,1.669,28.9
145.385,1.645,28.9
145.39,1.609,29
145.395,1.623,29.1
145.4,1.657,29.2
145.405,1.626,29.3
145.41,1.569,29.3
145.415,1.567,29.2
145.42,1.611,29.2
145.425,1.599,29.2
145.43,1.554,29.2
145.435,1.558,29.2
145.44,1.599,29.2
145.445,1.592,29.2
145.45,1.563,29.2
145.455,1.577,29.3
145.46,1.615,29.3
145.465,1.598,29.4
145.47,1.561,29.4
145.475,1.578,29.4
145.48,1.619,29.4
145.485,1.59,29.4
145.49,1.503,29.3
145.495,1.471,29.3
145.5,1.517,29.4
145.505,1.642,29.4
145.51,1.838,29.5
145.515,2.208,29.5
145.52,2.677,29.5
145.525,3.043,29.4
145.53,3.201,29.4
145.535,3.2,29.4
145.54,3.005,29.4
145.545,2.297,29.4
145.55,1.553,29.4
145.555,1.214,29.4
145.56,1.107,29.4
145.565,1.05,29.4
145.57,0.993,29.4
145.575,0.968,29.4
145.58,0.986,29.4
145.585,0.988,29.5
145.59,0.998,29.5
145.595,0.983,29.5
145.6,0.998,29.6
145.605,1.014,29.6
145.61,1.056,29.6
145.615,1.196,29.6
145.62,1.396,29.6
145.625,1.531,29.5
145.63,1.596,29.5
145.635,1.664,29.6
145.64,1.729,29.6
145.645,1.731,29.7
145.65,1.711,29.7
145.655,1.731,29.6
145.66,1.771,29.7
145.665,1.766,29.7
145.67,1.722,29.6
145.675,1.742,29.7
145.68,1.796,29.7
145.685,1.796,29.7
145.69,1.759,29.7
145.695,1.777,29.7
145.7,1.821,29.7
145.705,1.818,29.7
145.71,1.785,29.7
145.715,1.803,29.6
145.72,1.854,29.6
145.725,1.857,29.6
145.73,1.83,29.6
145.735,1.849,29.6
145.74,1.904,29.6
145.745,1.911,29.7
145.75,1.888,29.7
145.755,1.908,29.6
145.76,1.974,29.6
145.765,1.993,29.6
145.77,1.979,29.6
145.775,2.013,29.7
145.78,2.065,29.7
145.785,2.068,29.7
145.79,2.04,29.7
145.795,2.055,29.7
145.8,2.103,29.7
145.805,2.111,29.7
145.81,2.077,29.7
145.815,2.087,29.7
145.82,2.115,29.7
145.825,2.086,29.7
145.83,2.021,29.8
145.835,2.007,29.8
145.84,2.005,29.8
145.845,1.961,29.8
145.85,1.889,29.7
145.855,1.868,29.7
145.86,1.866,29.8
145.865,1.822,29.8
145.87,1.744,29.8
145.875,1.72,29.9
145.88,1.732,29.9
145.885,1.696,29.8
145.89,1.63,29.8
145.895,1.61,29.8
145.9,1.634,29.8
145.905,1.615,29.9
145.91,1.56,29.9
145.915,1.565,29.9
145.92,1.595,29.8
145.925,1.591,29.8
145.93,1.546,29.8
145.935,1.548,29.8
145.94,1.571,29.9
145.945,1.567,29.8
145.95,1.541,29.8
145.955,1.556,29.8
145.96,1.597,29.8
145.965,1.591,29.9
145.97,1.537,29.9
145.975,1.529,29.9
145.98,1.558,29.9
145.985,1.554,29.9
145.99,1.52,29.8
145.995,1.52,29.9
146,1.544,29.9
146.005,1.53,29.9
146.01,1.482,29.9
146.015,1.488,30
146.02,1.522,29.9
146.025,1.514,29.9
146.03,1.464,29.9
146.035,1.468,29.9
146.04,1.502,29.9
146.045,1.503,29.9
146.05,1.466,29.9
146.055,1.46,29.8
146.06,1.492,29.8
146.065,1.48,29.9
146.07,1.44,29.9
146.075,1.449,29.9
146.08,1.488,29.9
146.085,1.482,29.9
146.09,1.432,30
146.095,1.435,29.9
146.1,1.467,29.9
146.105,1.468,29.9
146.11,1.427,29.8
146.115,1.426,29.8
146.12,1.467,29.8
146.125,1.472,29.8
146.13,1.429,29.8
146.135,1.432,29.9
146.14,1.47,29.9
146.145,1.488,29.9
146.15,1.456,30
146.155,1.464,29.9
146.16,1.486,29.9
146.165,1.482,29.9
146.17,1.446,29.9
146.175,1.473,29.9
146.18,1.514,29.9
146.185,1.527,29.8
146.19,1.506,29.8
146.195,1.529,29.8
146.2,1.562,29.8
146.205,1.558,29.9
146.21,1.514,29.9
146.215,1.521,29.9
146.22,1.55,30
146.225,1.522,30.1
146.23,1.456,30.1
146.235,1.454,30.1
146.24,1.49,30
146.245,1.488,30
146.25,1.447,30
146.255,1.458,30
146.26,1.492,30
146.265,1.501,29.9
146.27,1.476,29.9
146.275,1.486,29.8
146.28,1.512,29.8
146.285,1.51,29.8
146.29,1.463,29.9
146.295,1.462,29.9
146.3,1.498,29.9
146.305,1.492,29.9
146.31,1.411,29.9
146.315,1.359,29.9
146.32,1.375,29.9
146.325,1.486,29.8
146.33,1.676,29.8
146.335,2.048,29.8
146.34,2.563,29.8
146.345,2.999,29.8
146.35,3.189,29.8
146.355,3.183,29.8
146.36,2.974,29.8
146.365,2.294,29.8
146.37,1.5,29.8
146.375,1.087,29.9
146.38,0.899,29.9
146.385,0.827,29.9
146.39,0.789,29.9
146.395,0.774,29.8
146.4,0.786,29.8
146.405,0.793,29.8
146.41,0.805,29.8
146.415,0.799,29.8
146.42,0.839,29.8
146.425,0.879,29.8
146.43,0.929,29.8
146.435,1.093,29.8
146.44,1.322,29.8
146.445,1.501,29.8
146.45,1.581,29.8
146.455,1.655,29.8
146.46,1.716,29.8
146.465,1.745,29.8
146.47,1.722,29.8
146.475,1.734,29.8
146.48,1.767,29.9
146.485,1.779,29.8
146.49,1.757,29.9
146.495,1.772,29.9
146.5,1.806,29.8
146.505,1.814,29.8
146.51,1.782,29.8
146.515,1.798,29.9
146.52,1.844,29.8
146.525,1.869,29.7
146.53,1.84,29.8
146.535,1.85,29.7
146.54,1.888,29.8
146.545,1.906,29.8
146.55,1.895,29.7
146.555,1.929,29.7
146.56,1.986,29.7
146.565,2.02,29.7
146.57,2.006,29.8
146.575,2.037,29.8
146.58,2.087,29.8
146.585,2.127,29.8
146.59,2.118,29.8
146.595,2.139,29.8
146.6,2.182,29.8
146.605,2.214,29.8
146.61,2.188,29.7
146.615,2.187,29.7
146.62,2.201,29.7
146.625,2.19,29.8
146.63,2.118,29.8
146.635,2.081,29.8
146.64,2.055,29.8
146.645,2.009,29.8
146.65,1.921,29.8
146.655,1.871,29.8
146.66,1.845,29.8
146.665,1.804,29.8
146.67,1.722,29.8
146.675,1.681,29.8
146.68,1.672,29.8
146.685,1.654,29.8
146.69,1.587,29.8
146.695,1.571,29.8
146.7,1.577,29.8
146.705,1.571,29.8
146.71,1.52,29.7
146.715,1.5,29.7
146.72,1.512,29.6
146.725,1.516,29.6
146.73,1.477,29.7
146.735,1.474,29.7
146.74,1.486,29.7
146.745,1.498,29.7
146.75,1.468,29.7
146.755,1.468,29.7
146.76,1.488,29.7
146.765,1.497,29.7
146.77,1.459,29.7
146.775,1.46,29.7
146.78,1.482,29.6
146.785,1.488,29.7
146.79,1.454,29.7
146.795,1.46,29.7
146.8,1.488,29.8
146.805,1.493,29.8
146.81,1.448,29.7
146.815,1.442,29.7
146.82,1.466,29.7
146.825,1.484,29.7
146.83,1.456,29.7
146.835,1.455,29.7
146.84,1.471,29.7
146.845,1.481,29.7
146.85,1.448,29.7
146.855,1.451,29.6
146.86,1.471,29.6
146.865,1.482,29.6
146.87,1.44,29.6
146.875,1.448,29.7
146.88,1.476,29.7
146.885,1.486,29.7
146.89,1.452,29.7
146.895,1.461,29.7
146.9,1.481,29.7
146.905,1.494,29.7
146.91,1.459,29.7
146.915,1.464,29.8
146.92,1.49,29.7
146.925,1.502,29.7
146.93,1.464,29.6
146.935,1.466,29.6
146.94,1.493,29.6
146.945,1.513,29.7
146.95,1.48,29.7
146.955,1.48,29.6
146.96,1.505,29.7
146.965,1.516,29.7
146.97,1.484,29.7
146.975,1.49,29.7
146.98,1.519,29.8
146.985,1.54,29.7
146.99,1.492,29.7
146.995,1.478,29.6
147,1.503,29.6
147.005,1.542,29.6
147.01,1.53,29.6
147.015,1.546,29.6
147.02,1.586,29.7
147.025,1.62,29.6
147.03,1.582,29.6
147.035,1.571,29.6
147.04,1.588,29.5
147.045,1.597,29.6
147.05,1.543,29.6
147.055,1.516,29.6
147.06,1.517,29.6
147.065,1.528,29.6
147.07,1.493,29.5
147.075,1.486,29.4
147.08,1.506,29.4
147.085,1.534,29.3
147.09,1.507,29.3
147.095,1.499,29.2
147.1,1.51,29.2
147.105,1.53,29.1
147.11,1.508,29
147.115,1.508,29
147.12,1.522,28.9
147.125,1.531,28.8
147.13,1.497,28.8
147.135,1.472,28.7
147.14,1.436,28.7
147.145,1.4,28.7
147.15,1.395,28.6
147.155,1.563,28.6
147.16,1.868,28.5
147.165,2.331,28.5
147.17,2.764,28.4
147.175,3.096,28.3
147.18,3.202,28.3
147.185,3.109,28.2
147.19,2.649,28.2
147.195,1.826,28.1
147.2,1.242,28.1
147.205,0.962,28
147.21,0.793,28
147.215,0.783,28
147.22,0.81,28
147.225,0.805,28
147.23,0.748,28
147.235,0.769,27.9
147.24,0.826,27.8
147.245,0.827,27.8
147.25,0.806,27.7
147.255,0.847,27.7
147.26,0.998,27.6
147.265,1.214,27.6
147.27,1.386,27.6
147.275,1.55,27.5
147.28,1.672,27.5
147.285,1.739,27.5
147.29,1.726,27.5
147.295,1.738,27.4
147.3,1.768,27.4
147.305,1.8,27.4
147.31,1.772,27.3
147.315,1.774,27.2
147.32,1.8,27.1
147.325,1.826,27
147.33,1.802,27
147.335,1.807,27
147.34,1.838,27
147.345,1.868,27
147.35,1.842,27
147.355,1.844,26.9
147.36,1.87,26.9
147.365,1.909,26.9
147.37,1.886,26.8
147.375,1.895,26.8
147.38,1.942,26.8
147.385,1.988,26.7
147.39,1.98,26.7
147.395,1.998,26.7
147.4,2.046,26.7
147.405,2.101,26.7
147.41,2.101,26.7
147.415,2.119,26.7
147.42,2.159,26.7
147.425,2.205,26.8
147.43,2.186,26.8
147.435,2.192,26.7
147.44,2.225,26.7
147.445,2.259,26.7
147.45,2.217,26.7
147.455,2.172,26.6
147.46,2.146,26.7
147.465,2.126,26.5
147.47,2.055,26.5
147.475,1.998,26.5
147.48,1.961,26.4
147.485,1.933,26.5
147.49,1.856,26.4
147.495,1.802,26.4
147.5,1.776,26.4
147.505,1.761,26.4
147.51,1.685,26.4
147.515,1.636,26.4
147.52,1.623,26.4
147.525,1.63,26.3
147.53,1.578,26.3
147.535,1.549,26.3
147.54,1.538,26.3
147.545,1.545,26.3
147.55,1.503,26.3
147.555,1.492,26.3
147.56,1.506,26.3
147.565,1.527,26.2
147.57,1.497,26.2
147.575,1.474,26.1
147.58,1.486,26.2
147.585,1.518,26.2
147.59,1.48,26.2
147.595,1.468,26.3
147.6,1.49,26.2
147.605,1.521,26.2
147.61,1.482,26.2
147.615,1.461,26.2
147.62,1.481,26.1
147.625,1.512,26.1
147.63,1.472,26.1
147.635,1.452,26.1
147.64,1.474,26.1
147.645,1.509,26
147.65,1.477,26.1
147.655,1.461,26
147.66,1.48,26.1
147.665,1.506,26.1
147.67,1.465,26.1
147.675,1.435,26.1
147.68,1.452,26.1
147.685,1.492,26.1
147.69,1.461,26.1
147.695,1.442,26
147.7,1.46,25.9
147.705,1.486,25.9
147.71,1.458,25.9
147.715,1.448,26
147.72,1.468,26.1
147.725,1.501,26.1
147.73,1.466,26.1
147.735,1.444,26.1
147.74,1.463,26
147.745,1.493,26
147.75,1.464,26
147.755,1.46,25.9
147.76,1.478,25.9
147.765,1.505,25.9
147.77,1.476,25.9
147.775,1.459,25.9
147.78,1.478,25.9
147.785,1.521,26
147.79,1.494,25.9
147.795,1.47,25.9
147.8,1.476,25.9
147.805,1.498,26
147.81,1.474,26
147.815,1.472,26.1
147.82,1.514,26
147.825,1.572,25.9
147.83,1.556,25.9
147.835,1.549,25.8
147.84,1.566,25.8
147.845,1.584,25.8
147.85,1.54,25.9
147.855,1.517,25.8
147.86,1.521,25.8
147.865,1.541,25.9
147.87,1.496,25.9
147.875,1.473,25.9
147.88,1.486,25.9
147.885,1.521,25.9
147.89,1.497,25.9
147.895,1.478,25.9
147.9,1.496,25.9
147.905,1.533,25.9
147.91,1.5,25.8
147.915,1.48,25.9
147.92,1.488,25.9
147.925,1.53,25.9
147.93,1.505,25.9
147.935,1.488,25.9
147.94,1.486,25.8
147.945,1.477,25.8
147.95,1.402,25.7
147.955,1.386,25.7
147.96,1.518,25.8
147.965,1.782,25.8
147.97,2.107,25.9
147.975,2.506,25.8
147.98,2.86,25.8
147.985,3.041,25.8
147.99,2.963,25.8
147.995,2.677,25.8
148,2.032,25.8
148.005,1.391,25.8
148.01,1.028,25.8
148.015,0.847,25.9
148.02,0.846,25.9
148.025,0.918,25.9
148.03,0.887,25.8
148.035,0.863,25.9
148.04,0.899,25.8
148.045,0.983,25.8
148.05,0.939,25.8
148.055,0.906,25.7
148.06,0.95,25.7
148.065,1.056,25.7
148.07,1.16,25.7
148.075,1.303,25.7
148.08,1.468,25.7
148.085,1.626,25.7
148.09,1.676,25.7
148.095,1.689,25.6
148.1,1.717,25.6
148.105,1.758,25.7
148.11,1.739,25.7
148.115,1.723,25.8
148.12,1.74,25.8
148.125,1.78,25.7
148.13,1.757,25.7
148.135,1.747,25.7
148.14,1.778,25.7
148.145,1.831,25.8
148.15,1.813,25.8
148.155,1.79,25.8
148.16,1.818,25.7
148.165,1.874,25.7
148.17,1.854,25.7
148.175,1.849,25.7
148.18,1.881,25.7
148.185,1.932,25.7
148.19,1.936,25.7
148.195,1.945,25.7
148.2,1.982,25.7
148.205,2.043,25.7
148.21,2.044,25.7
148.215,2.046,25.7
148.22,2.081,25.7
148.225,2.141,25.7
148.23,2.135,25.7
148.235,2.131,25.7
148.24,2.152,25.6
148.245,2.196,25.6
148.25,2.173,25.6
148.255,2.138,25.6
148.26,2.14,25.7
148.265,2.143,25.7
148.27,2.073,25.7
148.275,1.994,25.7
148.28,1.963,25.7
148.285,1.949,25.7
148.29,1.864,25.7
148.295,1.786,25.7
148.3,1.756,25.6
148.305,1.759,25.6
148.31,1.688,25.6
148.315,1.624,25.5
148.32,1.611,25.6
148.325,1.618,25.6
148.33,1.577,25.6
148.335,1.529,25.6
148.34,1.523,25.6
148.345,1.546,25.7
148.35,1.507,25.7
148.355,1.478,25.7
148.36,1.484,25.6
148.365,1.513,25.6
148.37,1.477,25.5
148.375,1.453,25.7
148.38,1.47,25.6
148.385,1.506,25.7
148.39,1.476,25.7
148.395,1.448,25.6
148.4,1.453,25.7
148.405,1.501,25.6
148.41,1.481,25.7
148.415,1.455,25.8
148.42,1.468,25.8
148.425,1.5,25.8
148.43,1.473,25.8
148.435,1.446,25.7
148.44,1.468,25.7
148.445,1.518,25.8
148.45,1.489,25.8
148.455,1.455,25.8
148.46,1.468,25.8
148.465,1.516,25.7
148.47,1.484,25.7
148.475,1.45,25.7
148.48,1.461,25.7
148.485,1.502,25.8
148.49,1.473,25.8
148.495,1.446,25.8
148.5,1.46,25.8
148.505,1.494,25.8
148.51,1.474,25.7
148.515,1.447,25.7
148.52,1.456,25.7
148.525,1.494,25.8
148.53,1.472,25.7
148.535,1.445,25.8
148.54,1.467,25.8
148.545,1.5,25.7
148.55,1.48,25.8
148.555,1.46,25.8
148.56,1.476,25.8
148.565,1.518,25.8
148.57,1.496,25.8
148.575,1.468,25.8
148.58,1.486,25.8
148.585,1.516,25.8
148.59,1.486,25.8
148.595,1.463,25.8
148.6,1.492,25.8
148.605,1.555,25.8
148.61,1.549,25.8
148.615,1.533,25.8
148.62,1.546,25.9
148.625,1.584,25.9
148.63,1.567,25.9
148.635,1.528,25.9
148.64,1.525,25.9
148.645,1.549,26
148.65,1.51,26.1
148.655,1.473,26.1
148.66,1.481,26
148.665,1.521,26
148.67,1.501,26.1
148.675,1.476,26
148.68,1.492,26.1
148.685,1.536,26.2
148.69,1.514,26.2
148.695,1.494,26.2
148.7,1.506,26.2
148.705,1.536,26.3
148.71,1.498,26.3
148.715,1.477,26.3
148.72,1.497,26.3
148.725,1.53,26.3
148.73,1.474,26.4
148.735,1.395,26.4
148.74,1.395,26.5
148.745,1.518,26.5
148.75,1.692,26.6
148.755,1.959,26.6
148.76,2.386,26.7
148.765,2.81,26.8
148.77,3.029,26.9
148.775,3.016,27
148.78,2.849,27
148.785,2.369,27.1
148.79,1.601,27
148.795,1.131,27.1
148.8,0.937,27.2
148.805,0.904,27.2
148.81,0.903,27.2
148.815,0.879,27.3
148.82,0.892,27.3
148.825,0.953,27.4
148.83,0.98,27.4
148.835,0.954,27.4
148.84,0.932,27.4
148.845,0.989,27.5
148.85,1.028,27.5
148.855,1.115,27.6
148.86,1.288,27.6
148.865,1.49,27.6
148.87,1.595,27.7
148.875,1.645,27.7
148.88,1.691,27.8
148.885,1.75,27.8
148.89,1.738,27.9
148.895,1.718,27.9
148.9,1.742,27.9
148.905,1.797,28
148.91,1.783,28
148.915,1.766,28
148.92,1.78,27.9
148.925,1.821,27.9
148.93,1.802,28
148.935,1.79,28.1
148.94,1.816,28.1
148.945,1.866,28.1
148.95,1.854,28.1
148.955,1.832,28.2
148.96,1.861,28.2
148.965,1.922,28.3
148.97,1.924,28.3
148.975,1.921,28.3
148.98,1.959,28.3
148.985,2.029,28.3
148.99,2.04,28.3
148.995,2.037,28.4
149,2.069,28.5
149.005,2.137,28.5
149.01,2.141,28.5
149.015,2.135,28.6
149.02,2.166,28.6
149.025,2.221,28.7
149.03,2.211,28.7
149.035,2.183,28.6
149.04,2.195,28.7
149.045,2.215,28.7
149.05,2.155,28.7
149.055,2.073,28.7
149.06,2.027,28.7
149.065,2.013,28.8
149.07,1.941,28.8
149.075,1.853,28.9
149.08,1.81,28.9
149.085,1.801,29
149.09,1.745,29
149.095,1.68,28.9
149.1,1.659,28.9
149.105,1.661,28.9
149.11,1.611,28.9
149.115,1.56,28.9
149.12,1.551,29
149.125,1.57,29
149.13,1.535,29
149.135,1.484,29
149.14,1.482,29
149.145,1.519,29.1
149.15,1.503,29
149.155,1.473,29
149.16,1.484,29.1
149.165,1.514,29.1
149.17,1.482,29.2
149.175,1.447,29.2
149.18,1.469,29.2
149.185,1.511,29.2
149.19,1.492,29.1
149.195,1.458,29.2
149.2,1.472,29.1
149.205,1.518,29.1
149.21,1.505,29.2
149.215,1.471,29.1
149.22,1.474,29.1
149.225,1.518,29.2
149.23,1.5,29.2
149.235,1.467,29.2
149.24,1.478,29.2
149.245,1.512,29.3
149.25,1.48,29.3
149.255,1.449,29.3
149.26,1.473,29.3
149.265,1.513,29.3
149.27,1.49,29.3
149.275,1.453,29.3
149.28,1.468,29.4
149.285,1.506,29.3
149.29,1.484,29.4
149.295,1.45,29.4
149.3,1.467,29.4
149.305,1.514,29.4
149.31,1.485,29.4
149.315,1.444,29.4
149.32,1.455,29.5
149.325,1.5,29.5
149.33,1.492,29.5
149.335,1.46,29.5
149.34,1.469,29.5
149.345,1.503,29.4
149.35,1.484,29.4
149.355,1.453,29.5
149.36,1.476,29.5
149.365,1.518,29.6
149.37,1.502,29.6
149.375,1.469,29.6
149.38,1.482,29.6
149.385,1.517,29.6
149.39,1.5,29.5
149.395,1.473,29.5
149.4,1.499,29.5
149.405,1.552,29.6
149.41,1.554,29.5
149.415,1.534,29.6
149.42,1.55,29.6
149.425,1.577,29.6
149.43,1.558,29.6
149.435,1.534,29.6
149.44,1.544,29.6
149.445,1.558,29.5
149.45,1.518,29.6
149.455,1.47,29.6
149.46,1.482,29.6
149.465,1.522,29.7
149.47,1.505,29.7
149.475,1.474,29.8
149.48,1.488,29.7
149.485,1.527,29.7
149.49,1.516,29.6
149.495,1.48,29.6
149.5,1.482,29.7
149.505,1.535,29.7
149.51,1.526,29.7
149.515,1.498,29.8
149.52,1.506,29.7
149.525,1.525,29.7
149.53,1.465,29.8
149.535,1.371,29.7
149.54,1.367,29.8
149.545,1.513,29.7
149.55,1.719,29.7
149.555,2.049,29.7
149.56,2.542,29.6
149.565,3.015,29.7
149.57,3.22,29.7
149.575,3.186,29.8
149.58,2.968,29.8
149.585,2.332,29.7
149.59,1.524,29.7
149.595,1.054,29.6
149.6,0.847,29.7
149.605,0.823,29.8
149.61,0.81,29.8
149.615,0.753,29.8
149.62,0.743,29.7
149.625,0.782,29.7
149.63,0.821,29.6
149.635,0.777,29.6
149.64,0.789,29.7
149.645,0.864,29.7
149.65,0.937,29.7
149.655,1.058,29.8
149.66,1.276,29.8
149.665,1.503,29.8
149.67,1.615,29.8
149.675,1.654,29.7
149.68,1.703,29.8
149.685,1.756,29.8
149.69,1.746,29.8
149.695,1.719,29.8
149.7,1.739,29.7
149.705,1.794,29.7
149.71,1.786,29.7
149.715,1.756,29.7
149.72,1.767,29.7
149.725,1.814,29.7
149.73,1.803,29.8
149.735,1.782,29.8
149.74,1.813,29.8
149.745,1.867,29.9
149.75,1.86,29.9
149.755,1.837,29.8
149.76,1.873,29.8
149.765,1.942,29.8
149.77,1.949,29.8
149.775,1.93,29.8
149.78,1.98,29.8
149.785,2.048,29.8
149.79,2.067,29.7
149.795,2.058,29.8
149.8,2.101,29.8
149.805,2.173,29.8
149.81,2.186,29.8
149.815,2.179,29.8
149.82,2.212,29.8
149.825,2.269,29.8
149.83,2.266,29.8
149.835,2.225,29.8
149.84,2.228,29.8
149.845,2.239,29.8
149.85,2.183,29.8
149.855,2.094,29.8
149.86,2.045,29.8
149.865,2.019,29.8
149.87,1.943,29.8
149.875,1.843,29.8
149.88,1.795,29.8
149.885,1.782,29.8
149.89,1.728,29.7
149.895,1.648,29.8
149.9,1.631,29.7
149.905,1.645,29.8
149.91,1.606,29.8
149.915,1.542,29.8
149.92,1.53,29.8
149.925,1.55,29.7
149.93,1.52,29.7
149.935,1.472,29.7
149.94,1.474,29.8
149.945,1.506,29.8
149.95,1.478,29.8
149.955,1.443,29.8
149.96,1.454,29.8
149.965,1.486,29.8
149.97,1.468,29.8
149.975,1.435,29.7
149.98,1.451,29.7
149.985,1.492,29.8
149.99,1.477,29.8
149.995,1.44,29.8
150,1.452,29.8
150.005,1.49,29.8
150.01,1.477,29.8
150.015,1.437,29.8
150.02,1.444,29.8
150.025,1.482,29.8
150.03,1.465,29.8
150.035,1.427,29.8
150.04,1.438,29.8
150.045,1.471,29.8
150.05,1.454,29.8
150.055,1.415,29.7
150.06,1.441,29.8
150.065,1.486,29.9
150.07,1.464,29.9
150.075,1.417,29.9
150.08,1.435,29.9
150.085,1.482,29.9
150.09,1.469,29.8
150.095,1.426,29.7
150.1,1.434,29.7
150.105,1.464,29.7
150.11,1.456,29.8
150.115,1.43,29.8
150.12,1.443,29.8
150.125,1.476,29.8
150.13,1.462,29.8
150.135,1.421,29.8
150.14,1.432,29.8
150.145,1.473,29.7
150.15,1.462,29.7
150.155,1.433,29.7
150.16,1.442,29.8
150.165,1.482,29.8
150.17,1.478,29.9
150.175,1.454,29.8
150.18,1.471,29.8
150.185,1.497,29.9
150.19,1.486,29.9
150.195,1.446,29.9
150.2,1.468,29.8
150.205,1.514,29.7
150.21,1.508,29.8
150.215,1.473,29.8
150.22,1.478,29.8
150.225,1.515,29.8
150.23,1.499,29.7
150.235,1.456,29.7
150.24,1.477,29.8
150.245,1.532,29.8
150.25,1.542,29.8
150.255,1.528,29.8
150.26,1.552,29.8
150.265,1.603,29.8
150.27,1.594,29.8
150.275,1.554,29.8
150.28,1.558,29.8
150.285,1.589,29.8
150.29,1.565,29.8
150.295,1.506,29.8
150.3,1.497,29.8
150.305,1.517,29.9
150.31,1.503,29.9
150.315,1.469,29.9
150.32,1.484,29.8
150.325,1.533,29.7
150.33,1.516,29.7
150.335,1.476,29.7
150.34,1.486,29.7
150.345,1.53,29.7
150.35,1.523,29.7
150.355,1.486,29.7
150.36,1.496,29.7
150.365,1.537,29.7
150.37,1.53,29.7
150.375,1.473,29.7
150.38,1.421,29.7
150.385,1.401,29.8
150.39,1.407,29.8
150.395,1.528,29.9
150.4,1.81,29.9
150.405,2.286,29.8
150.41,2.788,29.8
150.415,3.151,29.8
150.42,3.233,29.7
150.425,3.201,29.8
150.43,2.826,29.7
150.435,1.963,29.7
150.44,1.297,29.8
150.445,0.99,29.8
150.45,0.812,29.8
150.455,0.723,29.8
150.46,0.727,29.9
150.465,0.74,29.9
150.47,0.705,29.9
150.475,0.682,29.8
150.48,0.744,29.8
150.485,0.775,29.8
150.49,0.787,29.7
150.495,0.79,29.8
150.5,0.929,29.8
150.505,1.171,29.8
150.51,1.391,29.8
150.515,1.534,29.7
150.52,1.655,29.7
150.525,1.736,29.7
150.53,1.748,29.7
150.535,1.718,29.7
150.54,1.739,29.6
150.545,1.783,29.7
150.55,1.79,29.7
150.555,1.771,29.7
150.56,1.79,29.7
150.565,1.834,29.6
150.57,1.83,29.7
150.575,1.801,29.7
150.58,1.825,29.7
150.585,1.869,29.8
150.59,1.873,29.7
150.595,1.841,29.7
150.6,1.857,29.7
150.605,1.914,29.6
150.61,1.933,29.6
150.615,1.913,29.6
150.62,1.941,29.6
150.625,1.993,29.6
150.63,2.019,29.6
150.635,2.014,29.6
150.64,2.066,29.6
150.645,2.143,29.6
150.65,2.178,29.6
150.655,2.164,29.6
150.66,2.198,29.6
150.665,2.259,29.6
150.67,2.282,29.7
150.675,2.264,29.7
150.68,2.276,29.7
150.685,2.308,29.7
150.69,2.3,29.6
150.695,2.237,29.6
150.7,2.199,29.6
150.705,2.179,29.6
150.71,2.114,29.7
150.715,2.001,29.7
150.72,1.946,29.6
150.725,1.925,29.6
150.73,1.876,29.6
150.735,1.788,29.5
150.74,1.751,29.5
150.745,1.739,29.5
150.75,1.697,29.5
150.755,1.623,29.6
150.76,1.591,29.6
150.765,1.603,29.6
150.77,1.584,29.6
150.775,1.53,29.7
150.78,1.524,29.6
150.785,1.545,29.6
150.79,1.528,29.6
150.795,1.477,29.5
150.8,1.476,29.5
150.805,1.501,29.5
150.81,1.508,29.5
150.815,1.47,29.5
150.82,1.465,29.6
150.825,1.49,29.6
150.83,1.494,29.6
150.835,1.467,29.6
150.84,1.463,29.6
150.845,1.486,29.6
150.85,1.488,29.7
150.855,1.457,29.6
150.86,1.466,29.6
150.865,1.486,29.6
150.87,1.482,29.6
150.875,1.442,29.6
150.88,1.442,29.6
150.885,1.473,29.6
150.89,1.473,29.5
150.895,1.447,29.5
150.9,1.456,29.6
150.905,1.482,29.5
150.91,1.478,29.6
150.915,1.431,29.6
150.92,1.431,29.6
150.925,1.46,29.6
150.93,1.463,29.5
150.935,1.43,29.5
150.94,1.448,29.5
150.945,1.482,29.6
150.95,1.488,29.6
150.955,1.44,29.5
150.96,1.444,29.5
150.965,1.48,29.5
150.97,1.488,29.4
150.975,1.447,29.4
150.98,1.448,29.5
150.985,1.476,29.3
150.99,1.484,29.3
150.995,1.45,29.2
151,1.457,29.1
151.005,1.49,29
151.01,1.492,28.9
151.015,1.452,28.9
151.02,1.448,28.8
151.025,1.482,28.8
151.03,1.493,28.7
151.035,1.46,28.7
151.04,1.468,28.7
151.045,1.498,28.6
151.05,1.509,28.6
151.055,1.474,28.5
151.06,1.478,28.4
151.065,1.505,28.4
