time,ECG,BR
265.72,0.802,30.1
265.725,0.797,30
265.73,0.823,30
265.735,0.816,30
265.74,0.814,30
265.745,0.804,30.1
265.75,0.867,30.1
265.755,0.878,30
265.76,0.948,30
265.765,1.149,30
265.77,1.407,30
265.775,1.551,30
265.78,1.628,30
265.785,1.701,30
265.79,1.77,30
265.795,1.768,30
265.8,1.75,30
265.805,1.772,29.9
265.81,1.821,29.9
265.815,1.806,30
265.82,1.78,30
265.825,1.8,30.1
265.83,1.849,30
265.835,1.828,30
265.84,1.804,30
265.845,1.832,30.1
265.85,1.888,30
265.855,1.876,30
265.86,1.854,30.1
265.865,1.885,30
265.87,1.945,30.1
265.875,1.935,30
265.88,1.931,30
265.885,1.97,30
265.89,2.033,30
265.895,2.045,30
265.9,2.049,30
265.905,2.095,30
265.91,2.168,30
265.915,2.166,30.1
265.92,2.161,30
265.925,2.202,30.1
265.93,2.272,30.1
265.935,2.252,30.1
265.94,2.226,30.1
265.945,2.228,30.1
265.95,2.272,30.1
265.955,2.22,30.1
265.96,2.147,30.1
265.965,2.116,30
265.97,2.103,30.1
265.975,2.021,30.1
265.98,1.933,30.2
265.985,1.887,30.2
265.99,1.864,30.1
265.995,1.783,30.1
266,1.72,30
266.005,1.695,29.9
266.01,1.703,29.9
266.015,1.645,29.9
266.02,1.581,29.9
266.025,1.567,30
266.03,1.583,30.1
266.035,1.538,30.1
266.04,1.502,30
266.045,1.508,30
266.05,1.538,29.9
266.055,1.498,30
266.06,1.465,30
266.065,1.48,30
266.07,1.52,30
266.075,1.492,30
266.08,1.468,30
266.085,1.477,30
266.09,1.518,30
266.095,1.49,30
266.1,1.463,30.1
266.105,1.47,30
266.11,1.508,30
266.115,1.48,30
266.12,1.457,30
266.125,1.472,30
266.13,1.512,29.9
266.135,1.486,30
266.14,1.463,29.9
266.145,1.472,30
266.15,1.499,30
266.155,1.47,29.9
266.16,1.451,30
266.165,1.467,30
266.17,1.506,30
266.175,1.471,30
266.18,1.439,29.9
266.185,1.451,29.9
266.19,1.492,29.8
266.195,1.468,29.8
266.2,1.446,29.9
266.205,1.46,29.9
266.21,1.494,30
266.215,1.46,30
266.22,1.43,30
266.225,1.444,30
266.23,1.48,30
266.235,1.46,29.9
266.24,1.45,29.9
266.245,1.467,29.8
266.25,1.501,29.9
266.255,1.465,29.9
266.26,1.436,30
266.265,1.451,30
266.27,1.494,30
266.275,1.472,30
266.28,1.449,29.9
266.285,1.462,29.9
266.29,1.498,30
266.295,1.469,29.9
266.3,1.453,29.9
266.305,1.478,29.9
266.31,1.511,29.9
266.315,1.484,29.9
266.32,1.477,29.9
266.325,1.488,29.9
266.33,1.51,30
266.335,1.484,30
266.34,1.474,29.9
266.345,1.502,29.9
266.35,1.54,29.9
266.355,1.505,29.9
266.36,1.486,30
266.365,1.506,30
266.37,1.546,29.9
266.375,1.514,29.9
266.38,1.492,29.9
266.385,1.504,29.9
266.39,1.546,29.8
266.395,1.529,29.8
266.4,1.526,29.8
266.405,1.564,29.8
266.41,1.626,29.9
266.415,1.618,29.8
266.42,1.605,29.9
266.425,1.601,29.9
266.43,1.611,29.8
266.435,1.579,29.9
266.44,1.55,29.8
266.445,1.557,29.8
266.45,1.567,29.8
266.455,1.514,29.7
266.46,1.489,29.8
266.465,1.504,29.8
266.47,1.535,29.8
266.475,1.51,29.9
266.48,1.503,29.9
266.485,1.522,29.9
266.49,1.552,29.9
266.495,1.518,29.8
266.5,1.502,29.8
266.505,1.532,29.8
266.51,1.561,29.8
266.515,1.52,29.8
266.52,1.501,29.8
266.525,1.512,29.7
266.53,1.492,29.8
266.535,1.403,29.8
266.54,1.408,29.8
266.545,1.59,29.8
266.55,1.875,29.8
266.555,2.205,29.8
266.56,2.6,29.8
266.565,2.95,29.7
266.57,3.05,29.7
266.575,2.869,29.7
266.58,2.55,29.7
266.585,1.912,29.7
266.59,1.314,29.6
266.595,0.946,29.5
266.6,0.775,29.5
266.605,0.774,29.5
266.61,0.822,29.4
266.615,0.765,29.4
266.62,0.706,29.3
266.625,0.74,29.3
266.63,0.823,29.2
266.635,0.78,29.2
266.64,0.785,29.1
266.645,0.833,29
266.65,0.95,28.9
266.655,1.093,28.7
266.66,1.313,28.7
266.665,1.534,28.7
266.67,1.684,28.6
266.675,1.7,28.6
266.68,1.719,28.6
266.685,1.76,28.6
266.69,1.799,28.6
266.695,1.776,28.5
266.7,1.777,28.4
266.705,1.806,28.3
266.71,1.838,28.2
266.715,1.812,28.2
266.72,1.806,28.2
266.725,1.825,28.2
266.73,1.85,28.2
266.735,1.822,28.2
266.74,1.827,28.1
266.745,1.862,28
266.75,1.894,27.9
266.755,1.876,27.9
266.76,1.875,28
266.765,1.918,28
266.77,1.965,28
266.775,1.96,28
266.78,1.985,28
266.785,2.032,27.9
266.79,2.077,28
266.795,2.068,27.9
266.8,2.097,27.9
266.805,2.154,27.9
266.81,2.186,27.9
266.815,2.172,27.9
266.82,2.182,27.9
266.825,2.225,27.9
266.83,2.259,27.9
266.835,2.229,27.9
266.84,2.217,28
266.845,2.23,28
266.85,2.209,28.1
266.855,2.133,28.1
266.86,2.079,28.1
266.865,2.055,28.1
266.87,2.017,28
266.875,1.915,28.2
266.88,1.857,28.2
266.885,1.846,28.2
266.89,1.818,28.2
266.895,1.737,28.2
266.9,1.697,28.3
266.905,1.69,28.3
266.91,1.673,28.4
266.915,1.607,28.4
266.92,1.581,28.4
266.925,1.59,28.4
266.93,1.581,28.4
266.935,1.532,28.4
266.94,1.518,28.5
266.945,1.532,28.5
266.95,1.521,28.6
266.955,1.474,28.5
266.96,1.486,28.6
266.965,1.522,28.7
266.97,1.534,28.7
266.975,1.49,28.8
266.98,1.478,28.8
266.985,1.5,28.7
266.99,1.509,28.8
266.995,1.471,28.8
267,1.468,28.8
267.005,1.49,28.9
267.01,1.498,28.8
267.015,1.456,28.8
267.02,1.456,28.8
267.025,1.486,28.8
267.03,1.499,28.8
267.035,1.462,28.9
267.04,1.462,29
267.045,1.493,29.1
267.05,1.502,29.1
267.055,1.46,29.1
267.06,1.456,29.1
267.065,1.484,29.1
267.07,1.486,29.1
267.075,1.448,29.2
267.08,1.448,29.1
267.085,1.474,29
267.09,1.484,29.1
267.095,1.447,29.1
267.1,1.454,29.2
267.105,1.486,29.3
267.11,1.499,29.2
267.115,1.47,29.3
267.12,1.472,29.3
267.125,1.505,29.2
267.13,1.506,29.2
267.135,1.456,29.1
267.14,1.454,29.2
267.145,1.496,29.2
267.15,1.501,29.2
267.155,1.46,29.3
267.16,1.468,29.2
267.165,1.506,29.3
267.17,1.506,29.3
267.175,1.462,29.3
267.18,1.468,29.3
267.185,1.51,29.3
267.19,1.523,29.4
267.195,1.482,29.4
267.2,1.488,29.4
267.205,1.521,29.4
267.21,1.526,29.3
267.215,1.486,29.3
267.22,1.493,29.3
267.225,1.526,29.4
267.23,1.531,29.4
267.235,1.492,29.4
267.24,1.5,29.4
267.245,1.542,29.4
267.25,1.548,29.4
267.255,1.512,29.5
267.26,1.522,29.5
267.265,1.557,29.4
267.27,1.554,29.4
267.275,1.511,29.4
267.28,1.52,29.4
267.285,1.555,29.4
267.29,1.55,29.5
267.295,1.516,29.5
267.3,1.539,29.4
267.305,1.598,29.5
267.31,1.613,29.5
267.315,1.595,29.5
267.32,1.619,29.5
267.325,1.659,29.5
267.33,1.633,29.5
267.335,1.571,29.5
267.34,1.575,29.5
267.345,1.597,29.5
267.35,1.575,29.5
267.355,1.516,29.5
267.36,1.515,29.6
267.365,1.544,29.5
267.37,1.537,29.5
267.375,1.496,29.5
267.38,1.498,29.5
267.385,1.535,29.5
267.39,1.536,29.5
267.395,1.498,29.5
267.4,1.51,29.5
267.405,1.559,29.5
267.41,1.558,29.5
267.415,1.526,29.6
267.42,1.535,29.6
267.425,1.565,29.6
267.43,1.534,29.6
267.435,1.456,29.5
267.44,1.425,29.5
267.445,1.492,29.6
267.45,1.652,29.6
267.455,1.869,29.6
267.46,2.226,29.6
267.465,2.633,29.6
267.47,2.88,29.6
267.475,2.861,29.6
267.48,2.711,29.5
267.485,2.45,29.5
267.49,1.788,29.5
267.495,1.182,29.5
267.5,0.902,29.5
267.505,0.84,29.6
267.51,0.845,29.6
267.515,0.815,29.6
267.52,0.788,29.6
267.525,0.801,29.6
267.53,0.8,29.5
267.535,0.802,29.6
267.54,0.786,29.6
267.545,0.846,29.7
267.55,0.863,29.6
267.555,0.913,29.6
267.56,1.102,29.6
267.565,1.371,29.6
267.57,1.564,29.7
267.575,1.653,29.7
267.58,1.72,29.7
267.585,1.789,29.6
267.59,1.793,29.6
267.595,1.765,29.6
267.6,1.782,29.6
267.605,1.834,29.6
267.61,1.83,29.6
267.615,1.794,29.6
267.62,1.809,29.5
267.625,1.853,29.5
267.63,1.844,29.6
267.635,1.806,29.5
267.64,1.818,29.5
267.645,1.871,29.5
267.65,1.863,29.5
267.655,1.835,29.5
267.66,1.868,29.6
267.665,1.928,29.5
267.67,1.929,29.5
267.675,1.906,29.5
267.68,1.941,29.5
267.685,2.014,29.5
267.69,2.025,29.5
267.695,2.002,29.5
267.7,2.029,29.5
267.705,2.101,29.5
267.71,2.111,29.4
267.715,2.095,29.3
267.72,2.126,29.2
267.725,2.179,29.2
267.73,2.188,29.2
267.735,2.162,29.1
267.74,2.171,29
267.745,2.204,29
267.75,2.166,29
267.755,2.102,29
267.76,2.083,29
267.765,2.083,28.9
267.77,2.019,28.9
267.775,1.937,28.9
267.78,1.911,28.8
267.785,1.915,28.8
267.79,1.856,28.8
267.795,1.774,28.8
267.8,1.749,28.7
267.805,1.755,28.6
267.81,1.708,28.5
267.815,1.642,28.4
267.82,1.624,28.4
267.825,1.639,28.4
267.83,1.602,28.4
267.835,1.549,28.3
267.84,1.546,28.3
267.845,1.576,28.2
267.85,1.542,28.1
267.855,1.492,28.1
267.86,1.507,28.1
267.865,1.555,28.1
267.87,1.534,28.1
267.875,1.488,28
267.88,1.498,28
267.885,1.542,28
267.89,1.521,28
267.895,1.478,28
267.9,1.488,28
267.905,1.534,28
267.91,1.513,28
267.915,1.469,28
267.92,1.48,28
267.925,1.531,27.9
267.93,1.519,27.8
267.935,1.476,27.9
267.94,1.48,27.9
267.945,1.516,27.8
267.95,1.5,27.9
267.955,1.467,27.9
267.96,1.485,27.8
267.965,1.524,27.8
267.97,1.503,27.7
267.975,1.464,27.7
267.98,1.472,27.7
267.985,1.51,27.7
267.99,1.488,27.8
267.995,1.453,27.7
268,1.466,27.7
268.005,1.516,27.7
268.01,1.5,27.7
268.015,1.464,27.7
268.02,1.474,27.7
268.025,1.522,27.7
268.03,1.506,27.7
268.035,1.471,27.6
268.04,1.476,27.5
268.045,1.523,27.5
268.05,1.504,27.5
268.055,1.467,27.5
268.06,1.484,27.5
268.065,1.534,27.5
268.07,1.506,27.4
268.075,1.46,27.5
268.08,1.471,27.4
268.085,1.529,27.4
268.09,1.514,27.4
268.095,1.474,27.3
268.1,1.49,27.3
268.105,1.538,27.3
268.11,1.517,27.2
268.115,1.49,27.2
268.12,1.509,27.2
268.125,1.542,27.1
268.13,1.514,27.1
268.135,1.476,27.1
268.14,1.496,27.1
268.145,1.553,27.1
268.15,1.538,27.1
268.155,1.517,27.2
268.16,1.53,27.2
268.165,1.562,27.2
268.17,1.534,27.2
268.175,1.516,27.2
268.18,1.545,27.1
268.185,1.61,27.2
268.19,1.599,27.1
268.195,1.576,27.1
268.2,1.604,27.1
268.205,1.651,27.1
268.21,1.606,27.1
268.215,1.559,27.2
268.22,1.564,27.1
268.225,1.598,27.1
268.23,1.558,27.1
268.235,1.509,27.1
268.24,1.518,27.1
268.245,1.562,27.1
268.25,1.539,27.1
268.255,1.503,27.1
268.26,1.518,27.2
268.265,1.558,27.1
268.27,1.53,27.1
268.275,1.496,27.1
268.28,1.518,27.1
268.285,1.563,27.2
268.29,1.53,27.2
268.295,1.496,27.2
268.3,1.507,27.2
268.305,1.554,27.2
268.31,1.507,27.2
268.315,1.44,27.2
268.32,1.431,27.2
268.325,1.544,27.2
268.33,1.711,27.2
268.335,1.944,27.2
268.34,2.304,27.2
268.345,2.665,27.3
268.35,2.806,27.2
268.355,2.722,27.2
268.36,2.55,27.2
268.365,2.209,27.2
268.37,1.516,27.2
268.375,1.04,27.1
268.38,0.863,27.1
268.385,0.855,27.2
268.39,0.88,27.2
268.395,0.867,27.3
268.4,0.87,27.3
268.405,0.929,27.2
268.41,0.948,27.1
268.415,0.923,27.1
268.42,0.9,27.1
268.425,0.958,27.1
268.43,0.952,27.1
268.435,1.021,27.1
268.44,1.198,27.1
268.445,1.444,27.1
268.45,1.591,27.2
268.455,1.675,27.2
268.46,1.742,27.2
268.465,1.799,27.2
268.47,1.778,27.2
268.475,1.747,27.2
268.48,1.776,27.1
268.485,1.834,27.2
268.49,1.818,27.2
268.495,1.794,27.2
268.5,1.813,27.1
268.505,1.865,27.1
268.51,1.854,27.1
268.515,1.833,27.1
268.52,1.845,27.1
268.525,1.884,27.2
268.53,1.865,27.1
268.535,1.849,27.1
268.54,1.882,27.1
268.545,1.952,27.1
268.55,1.947,27.1
268.555,1.931,27.1
268.56,1.951,27.2
268.565,2.012,27.2
268.57,2.013,27.2
268.575,2.014,27.3
268.58,2.051,27.2
268.585,2.119,27.2
268.59,2.115,27.2
268.595,2.102,27.2
268.6,2.129,27.2
268.605,2.181,27.2
268.61,2.167,27.2
268.615,2.168,27.2
268.62,2.187,27.2
268.625,2.217,27.3
268.63,2.163,27.3
268.635,2.101,27.3
268.64,2.065,27.2
268.645,2.054,27.2
268.65,1.985,27.2
268.655,1.916,27.3
268.66,1.886,27.3
268.665,1.884,27.3
268.67,1.814,27.3
268.675,1.75,27.3
268.68,1.723,27.3
268.685,1.741,27.3
268.69,1.683,27.3
268.695,1.626,27.3
268.7,1.608,27.2
268.705,1.625,27.2
268.71,1.583,27.3
268.715,1.547,27.3
268.72,1.55,27.3
268.725,1.578,27.3
268.73,1.537,27.3
268.735,1.506,27.4
268.74,1.518,27.4
268.745,1.545,27.4
268.75,1.51,27.4
268.755,1.49,27.3
268.76,1.496,27.3
268.765,1.53,27.4
268.77,1.5,27.3
268.775,1.482,27.4
268.78,1.503,27.4
268.785,1.553,27.4
268.79,1.522,27.4
268.795,1.496,27.4
268.8,1.511,27.4
268.805,1.55,27.5
268.81,1.514,27.4
268.815,1.482,27.4
268.82,1.494,27.4
268.825,1.543,27.5
268.83,1.515,27.5
268.835,1.484,27.5
268.84,1.498,27.6
268.845,1.542,27.6
268.85,1.514,27.5
268.855,1.485,27.6
268.86,1.496,27.6
268.865,1.532,27.6
268.87,1.494,27.6
268.875,1.466,27.6
268.88,1.484,27.5
268.885,1.521,27.5
268.89,1.486,27.5
268.895,1.474,27.6
268.9,1.497,27.6
268.905,1.531,27.6
268.91,1.504,27.6
268.915,1.47,27.6
268.92,1.478,27.7
268.925,1.512,27.8
268.93,1.489,27.7
268.935,1.469,27.7
268.94,1.477,27.7
268.945,1.509,27.7
268.95,1.48,27.7
268.955,1.469,27.7
268.96,1.492,27.7
268.965,1.52,27.7
268.97,1.48,27.7
268.975,1.46,27.7
268.98,1.485,27.7
268.985,1.531,27.7
268.99,1.51,27.7
268.995,1.499,27.7
269,1.526,27.7
269.005,1.54,27.7
269.01,1.494,27.7
269.015,1.494,27.7
269.02,1.535,27.7
269.025,1.584,27.7
269.03,1.56,27.7
269.035,1.555,27.7
269.04,1.581,27.7
269.045,1.616,27.7
269.05,1.579,27.8
269.055,1.558,27.8
269.06,1.574,27.9
269.065,1.586,27.8
269.07,1.53,27.7
269.075,1.503,27.7
269.08,1.517,27.7
269.085,1.542,27.7
269.09,1.51,27.7
269.095,1.497,27.7
269.1,1.514,27.7
269.105,1.546,27.7
269.11,1.51,27.7
269.115,1.493,27.7
269.12,1.516,27.7
269.125,1.546,27.8
269.13,1.517,27.8
269.135,1.504,27.8
269.14,1.525,27.7
269.145,1.542,27.7
269.15,1.484,27.8
269.155,1.434,27.7
269.16,1.436,27.8
269.165,1.546,27.8
269.17,1.707,27.8
269.175,1.97,27.9
269.18,2.351,27.9
269.185,2.711,27.9
269.19,2.864,27.9
269.195,2.82,27.9
269.2,2.653,27.9
269.205,2.249,27.9
269.21,1.531,27.9
269.215,1.093,27.9
269.22,0.92,27.9
269.225,0.896,27.9
269.23,0.897,28
269.235,0.901,28
269.24,0.925,28
269.245,0.974,28.1
269.25,0.994,28.1
269.255,0.994,28.1
269.26,0.973,28.1
269.265,0.994,28
269.27,0.993,28.1
269.275,1.076,28.1
269.28,1.244,28.2
269.285,1.444,28.2
269.29,1.567,28.2
269.295,1.657,28.3
269.3,1.718,28.3
269.305,1.744,28.4
269.31,1.724,28.4
269.315,1.722,28.4
269.32,1.754,28.4
269.325,1.786,28.4
269.33,1.765,28.4
269.335,1.766,28.5
269.34,1.791,28.5
269.345,1.814,28.5
269.35,1.786,28.5
269.355,1.794,28.5
269.36,1.829,28.4
269.365,1.857,28.4
269.37,1.827,28.5
269.375,1.832,28.5
269.38,1.865,28.6
269.385,1.899,28.6
269.39,1.878,28.6
269.395,1.885,28.7
269.4,1.929,28.7
269.405,1.973,28.7
269.41,1.968,28.6
269.415,1.989,28.6
269.42,2.045,28.6
269.425,2.091,28.7
269.43,2.073,28.8
269.435,2.087,28.8
269.44,2.139,28.8
269.445,2.171,28.9
269.45,2.136,28.9
269.455,2.139,28.8
269.46,2.164,28.8
269.465,2.167,28.8
269.47,2.098,28.9
269.475,2.063,28.9
269.48,2.049,28.9
269.485,2.013,28.9
269.49,1.921,29
269.495,1.87,28.9
269.5,1.862,28.9
269.505,1.835,29
269.51,1.745,29
269.515,1.699,29.1
269.52,1.698,29.2
269.525,1.684,29.2
269.53,1.615,29.2
269.535,1.583,29.2
269.54,1.577,29.2
269.545,1.566,29.1
269.55,1.507,29.2
269.555,1.49,29.2
269.56,1.514,29.2
269.565,1.51,29.3
269.57,1.46,29.3
269.575,1.455,29.3
269.58,1.486,29.3
269.585,1.506,29.3
269.59,1.462,29.3
269.595,1.461,29.3
269.6,1.494,29.3
269.605,1.503,29.4
269.61,1.468,29.4
269.615,1.478,29.4
269.62,1.508,29.4
269.625,1.51,29.3
269.63,1.474,29.3
269.635,1.474,29.3
269.64,1.507,29.4
269.645,1.51,29.4
269.65,1.474,29.4
269.655,1.466,29.4
269.66,1.494,29.4
269.665,1.496,29.4
269.67,1.464,29.5
269.675,1.466,29.5
269.68,1.49,29.6
269.685,1.49,29.6
269.69,1.454,29.5
269.695,1.464,29.5
269.7,1.489,29.5
269.705,1.488,29.5
269.71,1.452,29.5
269.715,1.456,29.6
269.72,1.485,29.6
269.725,1.484,29.6
269.73,1.446,29.7
269.735,1.456,29.6
269.74,1.494,29.6
269.745,1.492,29.6
269.75,1.452,29.6
269.755,1.459,29.6
269.76,1.496,29.6
269.765,1.496,29.6
269.77,1.454,29.6
269.775,1.461,29.6
269.78,1.498,29.6
269.785,1.5,29.6
269.79,1.464,29.6
269.795,1.48,29.7
269.8,1.516,29.7
269.805,1.514,29.7
269.81,1.469,29.7
269.815,1.469,29.7
269.82,1.502,29.7
269.825,1.51,29.7
269.83,1.48,29.6
269.835,1.488,29.7
269.84,1.524,29.6
269.845,1.529,29.6
269.85,1.496,29.7
269.855,1.507,29.7
269.86,1.537,29.7
269.865,1.532,29.7
269.87,1.502,29.7
269.875,1.524,29.7
269.88,1.587,29.6
269.885,1.602,29.6
269.89,1.571,29.6
269.895,1.581,29.6
269.9,1.625,29.7
269.905,1.611,29.7
269.91,1.562,29.7
269.915,1.559,29.7
269.92,1.579,29.7
269.925,1.543,29.6
269.93,1.484,29.7
269.935,1.488,29.7
269.94,1.531,29.7
269.945,1.525,29.7
269.95,1.489,29.7
269.955,1.502,29.7
269.96,1.542,29.8
269.965,1.538,29.8
269.97,1.496,29.8
269.975,1.506,29.8
269.98,1.546,29.8
269.985,1.546,29.8
269.99,1.509,29.8
269.995,1.512,29.8
270,1.542,29.8
270.005,1.498,29.8
270.01,1.407,29.9
270.015,1.408,29.9
270.02,1.564,29.8
270.025,1.792,29.7
270.03,2.052,29.7
270.035,2.447,29.7
270.04,2.823,29.7
270.045,2.957,29.8
270.05,2.82,29.7
270.055,2.596,29.7
270.06,2.123,29.8
270.065,1.44,29.8
270.07,1.007,29.8
270.075,0.827,29.9
270.08,0.83,29.9
270.085,0.862,29.9
270.09,0.817,29.9
270.095,0.801,29.9
270.1,0.832,30
270.105,0.856,29.9
270.11,0.801,29.8
270.115,0.805,29.8
270.12,0.87,29.7
270.125,0.924,29.8
270.13,1.026,29.8
270.135,1.251,29.8
270.14,1.5,29.8
270.145,1.638,29.8
270.15,1.685,29.8
270.155,1.736,29.8
270.16,1.798,29.9
270.165,1.797,29.9
270.17,1.768,29.9
270.175,1.782,29.8
270.18,1.833,29.8
270.185,1.827,29.8
270.19,1.79,29.8
270.195,1.802,29.8
270.2,1.853,29.8
270.205,1.846,29.8
270.21,1.807,29.8
270.215,1.823,29.8
270.22,1.884,29.8
270.225,1.877,29.8
270.23,1.85,29.8
270.235,1.876,29.8
270.24,1.936,29.9
270.245,1.945,29.8
270.25,1.932,29.8
270.255,1.958,29.8
270.26,2.017,29.8
270.265,2.033,29.7
270.27,2.032,29.8
270.275,2.073,29.8
270.28,2.139,29.7
270.285,2.142,29.7
270.29,2.124,29.7
270.295,2.159,29.8
270.3,2.216,29.8
270.305,2.211,29.8
270.31,2.171,29.9
270.315,2.175,29.9
270.32,2.211,29.9
270.325,2.182,29.8
270.33,2.101,29.8
270.335,2.066,29.9
270.34,2.064,29.8
270.345,1.998,29.8
270.35,1.905,29.8
270.355,1.865,29.8
270.36,1.866,29.8
270.365,1.807,29.8
270.37,1.726,29.8
270.375,1.697,29.8
270.38,1.699,29.8
270.385,1.643,29.9
270.39,1.575,29.9
270.395,1.567,29.9
270.4,1.595,29.9
270.405,1.565,29.9
270.41,1.507,29.9
270.415,1.511,29.9
270.42,1.549,29.8
270.425,1.529,29.8
270.43,1.482,29.8
270.435,1.493,29.8
270.44,1.537,29.8
270.445,1.516,29.8
270.45,1.472,29.9
270.455,1.482,29.9
270.46,1.523,29.9
270.465,1.502,29.9
270.47,1.467,29.8
270.475,1.48,29.7
270.48,1.528,29.8
270.485,1.51,29.7
270.49,1.466,29.8
270.495,1.469,29.8
270.5,1.511,29.9
270.505,1.494,29.9
270.51,1.463,29.9
270.515,1.482,29.9
270.52,1.528,29.9
270.525,1.505,29.9
270.53,1.465,29.8
270.535,1.48,29.8
270.54,1.52,29.9
270.545,1.494,29.8
270.55,1.451,29.8
270.555,1.464,29.8
270.56,1.506,29.7
270.565,1.482,29.8
270.57,1.443,29.7
270.575,1.456,29.8
270.58,1.508,29.8
270.585,1.49,29.9
270.59,1.454,29.8
270.595,1.464,29.9
270.6,1.499,29.9
270.605,1.481,30
270.61,1.449,30
270.615,1.47,30
270.62,1.514,29.9
270.625,1.503,29.8
270.63,1.474,29.8
270.635,1.486,29.8
270.64,1.525,29.8
270.645,1.503,29.7
270.65,1.474,29.7
270.655,1.498,29.7
270.66,1.539,29.8
270.665,1.506,29.8
270.67,1.472,29.8
270.675,1.486,29.8
270.68,1.531,29.7
270.685,1.514,29.7
270.69,1.476,29.8
270.695,1.488,29.8
270.7,1.541,29.8
270.705,1.53,29.8
270.71,1.498,29.8
270.715,1.51,29.7
270.72,1.555,29.7
270.725,1.533,29.8
270.73,1.507,29.8
270.735,1.522,29.8
270.74,1.568,29.8
270.745,1.548,29.8
270.75,1.508,29.8
270.755,1.516,29.8
270.76,1.569,29.8
270.765,1.567,29.8
270.77,1.544,29.8
270.775,1.565,29.8
270.78,1.624,29.8
270.785,1.627,29.8
270.79,1.604,29.8
270.795,1.613,29.8
270.8,1.637,29.8
270.805,1.605,29.9
270.81,1.567,29.8
270.815,1.556,29.8
270.82,1.573,29.8
270.825,1.526,29.8
270.83,1.489,29.8
270.835,1.51,29.9
270.84,1.554,29.9
270.845,1.535,29.9
270.85,1.507,29.9
270.855,1.518,29.8
270.86,1.558,29.8
270.865,1.53,29.8
270.87,1.498,29.8
270.875,1.521,29.8
270.88,1.563,29.8
270.885,1.543,29.8
270.89,1.518,29.8
270.895,1.524,29.7
270.9,1.524,29.7
270.905,1.451,29.8
270.91,1.409,29.9
270.915,1.539,29.9
270.92,1.824,29.8
270.925,2.127,29.7
270.93,2.472,29.7
270.935,2.8,29.7
270.94,2.959,29.8
270.945,2.834,29.8
270.95,2.566,29.8
270.955,2.016,29.8
270.96,1.393,29.8
270.965,1.007,29.8
270.97,0.817,29.8
270.975,0.806,29.8
270.98,0.883,29.8
270.985,0.831,29.8
270.99,0.757,29.8
270.995,0.757,29.8
271,0.85,29.8
271.005,0.812,29.8
271.01,0.786,29.9
271.015,0.828,29.8
271.02,0.947,29.8
271.025,1.081,29.7
271.03,1.27,29.6
271.035,1.501,29.7
271.04,1.696,29.8
271.045,1.746,29.8
271.05,1.748,29.8
271.055,1.774,29.8
271.06,1.831,29.7
271.065,1.818,29.6
271.07,1.79,29.6
271.075,1.81,29.6
271.08,1.864,29.5
271.085,1.845,29.5
271.09,1.825,29.4
271.095,1.841,29.4
271.1,1.885,29.4
271.105,1.867,29.3
271.11,1.85,29.3
271.115,1.874,29.2
271.12,1.929,29.2
271.125,1.911,29.1
271.13,1.888,29.1
271.135,1.918,29.1
271.14,1.977,29
271.145,1.965,29
271.15,1.967,28.9
271.155,2.016,28.9
271.16,2.081,28.9
271.165,2.075,28.8
271.17,2.065,28.8
271.175,2.105,28.8
271.18,2.175,28.8
271.185,2.163,28.8
271.19,2.154,28.7
271.195,2.178,28.7
271.2,2.232,28.7
271.205,2.22,28.7
271.21,2.204,28.6
271.215,2.204,28.6
271.22,2.219,28.6
271.225,2.152,28.6
271.23,2.085,28.6
271.235,2.061,28.6
271.24,2.051,28.6
271.245,1.969,28.6
271.25,1.897,28.5
271.255,1.876,28.5
271.26,1.88,28.5
271.265,1.811,28.4
271.27,1.749,28.4
271.275,1.724,28.4
271.28,1.73,28.4
271.285,1.664,28.4
271.29,1.606,28.4
271.295,1.592,28.3
271.3,1.614,28.3
271.305,1.577,28.3
271.31,1.546,28.3
271.315,1.546,28.4
271.32,1.585,28.4
271.325,1.55,28.4
271.33,1.506,28.4
271.335,1.521,28.4
271.34,1.556,28.4
271.345,1.524,28.4
271.35,1.498,28.4
271.355,1.511,28.4
271.36,1.551,28.4
271.365,1.517,28.4
271.37,1.49,28.4
271.375,1.506,28.3
271.38,1.553,28.4
271.385,1.515,28.4
271.39,1.482,28.4
271.395,1.498,28.4
271.4,1.533,28.4
271.405,1.504,28.3
271.41,1.484,28.4
271.415,1.493,28.3
271.42,1.529,28.3
271.425,1.494,28.3
271.43,1.47,28.3
271.435,1.484,28.3
271.44,1.52,28.3
271.445,1.489,28.3
271.45,1.473,28.2
271.455,1.492,28.3
271.46,1.526,28.3
271.465,1.492,28.3
271.47,1.468,28.3
271.475,1.48,28.3
271.48,1.512,28.2
271.485,1.488,28.2
271.49,1.471,28.2
271.495,1.49,28.2
271.5,1.531,28.2
271.505,1.493,28.1
271.51,1.472,28.1
271.515,1.48,28
271.52,1.518,27.9
271.525,1.499,27.9
271.53,1.486,27.9
271.535,1.509,27.9
271.54,1.546,27.9
271.545,1.505,27.8
271.55,1.485,27.8
271.555,1.513,27.8
